id_prod,date,session_id,client_id,price,categ,sex,birth,age,age_range,age_range_mean,month,price_customer_purchase,price_range,number_purchase,number_purchase_month,basket_size
2_179,2021-08-14 03:27:33.638309,s_75454,c_6714,49.99,2,f,1968,54,"(48.0, 63.0]",55,8,73220.8,"(27.52, 300.0]",4473,290,4
0_1429,2021-06-20 13:33:41.312548,s_51304,c_1609,7.99,0,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(7.41, 9.87]",12855,946,3
1_425,2021-03-28 08:22:48.621575,s_12526,c_6714,16.99,1,f,1968,54,"(48.0, 63.0]",55,3,73220.8,"(15.99, 17.99]",4473,391,4
0_1997,2021-07-28 08:16:38.211213,s_68153,c_1609,3.99,0,m,1980,42,"(33.0, 48.0]",40,7,162007.34000000064,"(0.619, 4.99]",12855,829,2
0_1537,2021-11-15 01:09:57.557130,s_119777,c_1609,5.99,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(4.99, 7.41]",12855,1057,3
0_997,2021-08-19 09:53:22.765148,s_77809,c_6714,9.99,0,f,1968,54,"(48.0, 63.0]",55,8,73220.8,"(9.87, 11.73]",4473,290,5
0_2283,2021-03-31 07:59:40.221848,s_13894,c_1609,8.99,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(7.41, 9.87]",12855,1083,7
0_1692,2021-07-14 13:33:27.855191,s_62184,c_6714,13.36,0,f,1968,54,"(48.0, 63.0]",55,7,73220.8,"(11.73, 13.9]",4473,327,5
1_731,2021-09-02 10:58:13.362819,s_83997,c_6714,11.99,1,f,1968,54,"(48.0, 63.0]",55,9,73220.8,"(11.73, 13.9]",4473,464,3
0_1027,2021-05-26 17:58:18.435577,s_39888,c_3454,4.99,0,m,1969,53,"(48.0, 63.0]",55,5,54466.37999999937,"(0.619, 4.99]",3275,276,2
1_406,2022-01-17 00:48:12.382213,s_150890,c_1609,24.81,1,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(20.99, 27.52]",12855,1011,1
0_1616,2021-11-30 02:46:14.217241,s_127108,c_1609,13.5,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(11.73, 13.9]",12855,1057,3
1_395,2021-11-01 14:33:19.202577,s_113220,c_6714,28.99,1,f,1968,54,"(48.0, 63.0]",55,11,73220.8,"(27.52, 300.0]",4473,410,3
0_1421,2021-11-18 19:50:26.626338,s_121644,c_1609,19.99,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(17.99, 20.99]",12855,1057,2
0_1370,2022-02-14 18:48:22.120077,s_165157,c_6714,11.3,0,f,1968,54,"(48.0, 63.0]",55,2,73220.8,"(9.87, 11.73]",4473,348,5
0_2043,2021-05-13 03:37:30.936346,s_33782,c_1609,13.99,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(13.9, 15.99]",12855,1132,4
0_1792,2021-06-10 13:29:43.752628,s_46726,c_6714,8.79,0,f,1968,54,"(48.0, 63.0]",55,6,73220.8,"(7.41, 9.87]",4473,387,8
0_1453,2021-08-03 00:06:33.919316,s_70588,c_1609,7.99,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(7.41, 9.87]",12855,901,3
0_1827,2022-02-13 05:47:51.705148,s_164366,c_1609,8.99,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(7.41, 9.87]",12855,1074,2
0_1437,2021-11-30 22:30:21.700737,s_127508,c_1609,3.99,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(0.619, 4.99]",12855,1057,2
1_308,2021-04-04 06:36:19.535486,s_15746,c_6714,11.65,1,f,1968,54,"(48.0, 63.0]",55,4,73220.8,"(9.87, 11.73]",4473,401,3
0_1555,2022-02-26 13:42:44.937832,s_171202,c_1609,15.99,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(13.9, 15.99]",12855,1074,7
0_1132,2021-06-07 07:19:56.136758,s_45227,c_6714,11.33,0,f,1968,54,"(48.0, 63.0]",55,6,73220.8,"(9.87, 11.73]",4473,387,3
0_1789,2021-09-07 02:46:15.629814,s_86135,c_6714,4.99,0,f,1968,54,"(48.0, 63.0]",55,9,73220.8,"(0.619, 4.99]",4473,464,4
0_1083,2021-08-16 09:23:55.169162,s_76456,c_1609,16.99,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(15.99, 17.99]",12855,901,2
2_160,2021-07-27 00:58:09.481544,s_67584,c_4958,62.83,2,m,1999,23,"(17.925, 33.0]",25,7,144257.21000000183,"(27.52, 300.0]",2562,264,2
1_677,2021-09-09 02:27:32.991803,s_87098,c_3454,16.99,1,m,1969,53,"(48.0, 63.0]",55,9,54466.37999999937,"(15.99, 17.99]",3275,300,1
1_333,2022-01-20 10:50:09.394404,s_152542,c_3454,15.99,1,m,1969,53,"(48.0, 63.0]",55,1,54466.37999999937,"(13.9, 15.99]",3275,336,4
1_701,2021-08-01 09:38:48.673150,s_69898,c_6714,26.99,1,f,1968,54,"(48.0, 63.0]",55,8,73220.8,"(20.99, 27.52]",4473,290,5
0_2076,2022-01-30 02:50:45.601113,s_157198,c_1609,11.39,0,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(9.87, 11.73]",12855,1011,2
0_1446,2021-07-04 05:27:24.834138,s_57600,c_1609,8.09,0,m,1980,42,"(33.0, 48.0]",40,7,162007.34000000064,"(7.41, 9.87]",12855,829,2
0_1422,2021-06-12 05:34:30.733978,s_47486,c_1609,11.41,0,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(9.87, 11.73]",12855,946,3
0_1018,2021-05-14 03:53:19.660230,s_34247,c_1609,11.06,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(9.87, 11.73]",12855,1132,2
2_231,2022-02-02 23:15:47.023344,s_159073,c_4958,111.99,2,m,1999,23,"(17.925, 33.0]",25,2,144257.21000000183,"(27.52, 300.0]",2562,305,2
0_1479,2021-04-01 12:00:41.625837,s_14450,c_3454,15.99,0,m,1969,53,"(48.0, 63.0]",55,4,54466.37999999937,"(13.9, 15.99]",3275,275,1
1_376,2021-11-28 03:22:57.552845,s_126150,c_3454,17.49,1,m,1969,53,"(48.0, 63.0]",55,11,54466.37999999937,"(15.99, 17.99]",3275,291,1
0_2211,2021-08-10 08:21:24.893768,s_73786,c_6714,9.99,0,f,1968,54,"(48.0, 63.0]",55,8,73220.8,"(9.87, 11.73]",4473,290,3
2_234,2022-02-19 09:17:54.275538,s_167530,c_4958,81.19,2,m,1999,23,"(17.925, 33.0]",25,2,144257.21000000183,"(27.52, 300.0]",2562,305,2
0_2068,2021-06-24 13:23:41.809879,s_53142,c_1609,18.57,0,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(17.99, 20.99]",12855,946,2
0_1378,2021-07-02 16:03:10.432160,s_56923,c_6714,13.96,0,f,1968,54,"(48.0, 63.0]",55,7,73220.8,"(13.9, 15.99]",4473,327,3
0_1743,2021-09-08 18:22:47.104528,s_86927,c_1609,5.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(4.99, 7.41]",12855,1428,2
0_1226,2021-12-15 14:35:43.197337,s_134778,c_1609,9.97,0,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(9.87, 11.73]",12855,1287,3
0_1699,2021-09-27 18:21:46.433229,s_96463,c_1609,17.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(15.99, 17.99]",12855,1428,5
0_1545,2021-07-18 10:26:31.162517,s_63919,c_3454,18.99,0,m,1969,53,"(48.0, 63.0]",55,7,54466.37999999937,"(17.99, 20.99]",3275,243,1
0_1464,2022-01-03 23:06:16.013628,s_144570,c_3454,8.27,0,m,1969,53,"(48.0, 63.0]",55,1,54466.37999999937,"(7.41, 9.87]",3275,336,1
0_1580,2021-06-23 11:51:04.780805,s_52647,c_1609,13.26,0,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(11.73, 13.9]",12855,946,3
0_1479,2021-09-20 01:34:32.157855,s_92509,c_1609,15.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(13.9, 15.99]",12855,1428,2
0_1209,2022-02-19 09:21:13.102176,s_167534,c_1609,8.99,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(7.41, 9.87]",12855,1074,2
0_1464,2022-02-02 13:39:03.770187,s_158875,c_6714,8.27,0,f,1968,54,"(48.0, 63.0]",55,2,73220.8,"(7.41, 9.87]",4473,348,3
0_59,2021-11-20 22:06:25.634790,s_122625,c_1609,14.99,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(13.9, 15.99]",12855,1057,2
0_1330,2021-09-22 09:46:47.630929,s_93679,c_1609,10.44,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(9.87, 11.73]",12855,1428,1
0_2128,2021-09-24 04:47:10.003194,s_94595,c_1609,3.64,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(0.619, 4.99]",12855,1428,4
1_425,2021-11-29 08:39:46.660574,s_126736,c_3454,16.99,1,m,1969,53,"(48.0, 63.0]",55,11,54466.37999999937,"(15.99, 17.99]",3275,291,1
0_255,2021-12-17 04:15:00.158752,s_135558,c_1609,16.99,0,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(15.99, 17.99]",12855,1287,3
0_1326,2021-12-25 21:15:27.382801,s_139985,c_1609,14.74,0,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(13.9, 15.99]",12855,1287,5
0_1438,2021-03-24 12:34:03.374338,s_10803,c_1609,9.31,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(7.41, 9.87]",12855,1083,6
1_505,2021-05-25 14:04:32.520716,s_39360,c_6714,16.99,1,f,1968,54,"(48.0, 63.0]",55,5,73220.8,"(15.99, 17.99]",4473,391,2
1_81,2021-09-21 06:07:24.968251,s_93100,c_1609,33.99,1,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(27.52, 300.0]",12855,1428,6
0_1455,2021-09-17 17:33:51.906958,s_91369,c_1609,8.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(7.41, 9.87]",12855,1428,2
0_1489,2021-11-12 17:31:24.301765,s_118614,c_1609,10.99,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(9.87, 11.73]",12855,1057,1
0_1107,2021-09-09 19:35:13.917829,s_87422,c_1609,2.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(0.619, 4.99]",12855,1428,3
1_436,2022-02-19 14:23:31.442963,s_167642,c_3454,11.76,1,m,1969,53,"(48.0, 63.0]",55,2,54466.37999999937,"(11.73, 13.9]",3275,298,2
0_1538,2021-05-05 02:44:58.117493,s_30056,c_3454,8.61,0,m,1969,53,"(48.0, 63.0]",55,5,54466.37999999937,"(7.41, 9.87]",3275,276,1
0_1410,2021-06-08 02:59:55.109827,s_45615,c_6714,14.85,0,f,1968,54,"(48.0, 63.0]",55,6,73220.8,"(13.9, 15.99]",4473,387,4
0_1420,2021-05-05 15:03:16.820290,s_30295,c_1609,11.53,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(9.87, 11.73]",12855,1132,3
0_1166,2021-09-18 12:26:55.385746,s_91745,c_1609,18.45,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(17.99, 20.99]",12855,1428,2
1_287,2022-01-08 17:08:03.985514,s_146922,c_4958,29.99,1,m,1999,23,"(17.925, 33.0]",25,1,144257.21000000183,"(27.52, 300.0]",2562,198,1
2_115,2021-05-26 11:25:23.950528,s_39764,c_4958,50.99,2,m,1999,23,"(17.925, 33.0]",25,5,144257.21000000183,"(27.52, 300.0]",2562,214,2
1_619,2021-07-15 07:05:30.063087,s_62533,c_1609,12.99,1,m,1980,42,"(33.0, 48.0]",40,7,162007.34000000064,"(11.73, 13.9]",12855,829,2
0_1179,2021-07-16 16:42:32.864967,s_63138,c_1609,5.99,0,m,1980,42,"(33.0, 48.0]",40,7,162007.34000000064,"(4.99, 7.41]",12855,829,5
1_435,2022-01-30 15:49:23.358215,s_157474,c_1609,11.99,1,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(11.73, 13.9]",12855,1011,1
0_2167,2021-11-30 14:09:05.864013,s_127337,c_1609,15.99,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(13.9, 15.99]",12855,1057,2
0_1468,2022-02-22 10:10:22.783475,s_169090,c_1609,6.08,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(4.99, 7.41]",12855,1074,4
2_185,2021-07-04 04:37:16.878246,s_57587,c_4958,43.99,2,m,1999,23,"(17.925, 33.0]",25,7,144257.21000000183,"(27.52, 300.0]",2562,264,3
0_1520,2021-03-02 19:49:11.708055,s_873,c_6714,9.32,0,f,1968,54,"(48.0, 63.0]",55,3,73220.8,"(7.41, 9.87]",4473,391,3
1_198,2021-12-07 09:51:06.671081,s_130723,c_3454,5.84,1,m,1969,53,"(48.0, 63.0]",55,12,54466.37999999937,"(4.99, 7.41]",3275,373,2
0_1267,2021-11-14 14:04:42.247499,s_119538,c_1609,3.99,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(0.619, 4.99]",12855,1057,3
0_2299,2022-02-23 15:00:40.876064,s_169699,c_1609,3.99,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(0.619, 4.99]",12855,1074,3
0_1405,2021-05-11 00:17:10.378911,s_32788,c_1609,4.99,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(0.619, 4.99]",12855,1132,4
1_260,2021-07-01 18:02:30.377985,s_56512,c_1609,17.63,1,m,1980,42,"(33.0, 48.0]",40,7,162007.34000000064,"(15.99, 17.99]",12855,829,4
0_1345,2021-07-15 17:33:10.071937,s_62721,c_1609,17.99,0,m,1980,42,"(33.0, 48.0]",40,7,162007.34000000064,"(15.99, 17.99]",12855,829,4
2_164,2022-02-27 22:10:28.865924,s_171888,c_4958,52.26,2,m,1999,23,"(17.925, 33.0]",25,2,144257.21000000183,"(27.52, 300.0]",2562,305,1
0_1020,2021-03-01 17:22:46.373772,s_359,c_6714,9.71,0,f,1968,54,"(48.0, 63.0]",55,3,73220.8,"(7.41, 9.87]",4473,391,4
1_437,2021-12-13 09:58:06.137895,s_133684,c_6714,26.99,1,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(20.99, 27.52]",4473,400,4
0_1441,2022-02-22 22:02:15.052977,s_169327,c_1609,18.99,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(17.99, 20.99]",12855,1074,4
0_1541,2022-01-18 05:04:45.049321,s_151490,c_1609,11.99,0,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(11.73, 13.9]",12855,1011,2
0_1288,2021-09-13 09:03:16.070858,s_89207,c_1609,9.55,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(7.41, 9.87]",12855,1428,3
0_1882,2021-04-26 07:45:01.654379,s_25947,c_1609,15.95,0,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(13.9, 15.99]",12855,1091,1
0_2239,2021-04-26 05:25:30.204353,s_25890,c_1609,5.99,0,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(4.99, 7.41]",12855,1091,3
0_1153,2021-09-21 14:07:28.399968,s_93260,c_1609,5.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(4.99, 7.41]",12855,1428,3
0_1513,2021-04-16 12:24:34.737310,s_21370,c_3454,8.99,0,m,1969,53,"(48.0, 63.0]",55,4,54466.37999999937,"(7.41, 9.87]",3275,275,2
1_288,2021-11-16 16:38:19.989232,s_120551,c_1609,22.09,1,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(20.99, 27.52]",12855,1057,3
1_538,2022-02-07 21:11:16.858317,s_161591,c_3454,27.03,1,m,1969,53,"(48.0, 63.0]",55,2,54466.37999999937,"(20.99, 27.52]",3275,298,1
1_643,2022-02-28 21:49:41.187627,s_172374,c_1609,29.99,1,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(27.52, 300.0]",12855,1074,3
1_523,2021-12-04 14:01:44.028990,s_129320,c_3454,23.99,1,m,1969,53,"(48.0, 63.0]",55,12,54466.37999999937,"(20.99, 27.52]",3275,373,2
1_453,2021-12-26 06:47:22.139559,s_140199,c_6714,13.99,1,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(13.9, 15.99]",4473,400,4
1_383,2021-09-18 12:32:41.840711,s_91747,c_1609,28.99,1,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(27.52, 300.0]",12855,1428,5
1_718,2021-06-10 12:28:25.384492,s_46717,c_1609,21.39,1,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(20.99, 27.52]",12855,946,1
0_1623,2021-09-28 13:03:50.626989,s_96879,c_6714,7.99,0,f,1968,54,"(48.0, 63.0]",55,9,73220.8,"(7.41, 9.87]",4473,464,4
0_2076,2021-12-24 08:34:23.372323,s_139181,c_6714,11.39,0,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(9.87, 11.73]",4473,400,5
0_1421,2021-09-20 06:39:24.010766,s_92614,c_6714,19.99,0,f,1968,54,"(48.0, 63.0]",55,9,73220.8,"(17.99, 20.99]",4473,464,5
1_406,2021-03-19 08:45:50.764592,s_8412,c_6714,24.81,1,f,1968,54,"(48.0, 63.0]",55,3,73220.8,"(20.99, 27.52]",4473,391,7
0_1189,2021-09-05 13:59:35.030859,s_85415,c_1609,17.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(15.99, 17.99]",12855,1428,5
1_374,2021-11-04 10:33:54.037158,s_114606,c_6714,10.71,1,f,1968,54,"(48.0, 63.0]",55,11,73220.8,"(9.87, 11.73]",4473,410,8
0_1524,2021-09-24 14:02:40.978220,s_94800,c_6714,13.94,0,f,1968,54,"(48.0, 63.0]",55,9,73220.8,"(13.9, 15.99]",4473,464,1
0_1355,2021-03-30 01:07:41.859458,s_13305,c_1609,18.99,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(17.99, 20.99]",12855,1083,3
0_1207,2021-12-25 14:05:52.130813,s_139829,c_1609,16.99,0,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(15.99, 17.99]",12855,1287,3
0_1600,2022-01-08 14:48:37.825213,s_146862,c_1609,13.23,0,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(11.73, 13.9]",12855,1011,3
2_41,2022-01-16 14:28:32.977066,s_150686,c_4958,68.99,2,m,1999,23,"(17.925, 33.0]",25,1,144257.21000000183,"(27.52, 300.0]",2562,198,1
0_1023,2021-12-31 03:21:23.169513,s_142652,c_1609,4.99,0,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(0.619, 4.99]",12855,1287,5
1_286,2021-05-25 22:51:42.607352,s_39521,c_3454,29.44,1,m,1969,53,"(48.0, 63.0]",55,5,54466.37999999937,"(27.52, 300.0]",3275,276,1
1_403,2021-11-25 23:41:03.761080,s_125067,c_3454,17.99,1,m,1969,53,"(48.0, 63.0]",55,11,54466.37999999937,"(15.99, 17.99]",3275,291,1
0_1460,2022-02-01 09:29:14.790824,s_158292,c_1609,4.59,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(0.619, 4.99]",12855,1074,3
0_1152,2021-08-21 02:43:21.993644,s_78561,c_1609,10.7,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(9.87, 11.73]",12855,901,3
0_1136,2021-06-30 05:29:11.389520,s_55822,c_1609,3.02,0,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(0.619, 4.99]",12855,946,4
1_435,2021-03-28 08:47:44.805922,s_12541,c_1609,11.99,1,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(11.73, 13.9]",12855,1083,4
0_1609,2021-12-27 23:17:32.240826,s_141046,c_3454,18.99,0,m,1969,53,"(48.0, 63.0]",55,12,54466.37999999937,"(17.99, 20.99]",3275,373,1
1_412,2021-12-09 23:34:48.000656,s_132022,c_6714,16.65,1,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(15.99, 17.99]",4473,400,3
0_1553,2022-02-22 10:58:12.689421,s_169111,c_1609,13.99,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(13.9, 15.99]",12855,1074,6
0_1076,2022-01-20 00:05:10.661089,s_152338,c_1609,25.11,0,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(20.99, 27.52]",12855,1011,2
0_331,2022-01-10 19:06:34.433449,s_147897,c_6714,19.99,0,f,1968,54,"(48.0, 63.0]",55,1,73220.8,"(17.99, 20.99]",4473,380,4
0_1342,2021-04-10 11:17:59.049627,s_18604,c_3454,19.49,0,m,1969,53,"(48.0, 63.0]",55,4,54466.37999999937,"(17.99, 20.99]",3275,275,1
0_1029,2021-09-27 16:08:42.591028,s_96417,c_6714,7.99,0,f,1968,54,"(48.0, 63.0]",55,9,73220.8,"(7.41, 9.87]",4473,464,3
2_147,2021-04-19 10:34:17.968951,s_22716,c_4958,181.99,2,m,1999,23,"(17.925, 33.0]",25,4,144257.21000000183,"(27.52, 300.0]",2562,209,2
1_441,2022-01-02 10:52:26.859370,s_143831,c_1609,24.99,1,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(20.99, 27.52]",12855,1011,1
1_299,2021-09-01 15:29:14.110220,s_83614,c_6714,13.99,1,f,1968,54,"(48.0, 63.0]",55,9,73220.8,"(13.9, 15.99]",4473,464,4
1_79,2022-02-17 05:34:06.433508,s_166435,c_1609,32.99,1,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(27.52, 300.0]",12855,1074,3
1_461,2021-12-27 19:18:35.245184,s_140946,c_6714,12.99,1,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(11.73, 13.9]",4473,400,3
0_1388,2021-05-03 13:36:51.015069,s_29337,c_1609,17.15,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(15.99, 17.99]",12855,1132,2
0_500,2021-12-19 20:51:02.813493,s_136905,c_3454,5.14,0,m,1969,53,"(48.0, 63.0]",55,12,54466.37999999937,"(4.99, 7.41]",3275,373,1
1_397,2021-03-17 00:55:02.138868,s_7362,c_3454,18.99,1,m,1969,53,"(48.0, 63.0]",55,3,54466.37999999937,"(17.99, 20.99]",3275,259,1
2_32,2022-02-02 22:27:35.845532,s_159067,c_4958,55.79,2,m,1999,23,"(17.925, 33.0]",25,2,144257.21000000183,"(27.52, 300.0]",2562,305,1
0_1447,2021-07-02 07:21:32.372222,s_56766,c_3454,4.99,0,m,1969,53,"(48.0, 63.0]",55,7,54466.37999999937,"(0.619, 4.99]",3275,243,1
1_273,2021-04-20 01:11:06.389637,s_22978,c_1609,47.99,1,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(27.52, 300.0]",12855,1091,2
0_1412,2021-09-16 10:20:57.777054,s_90727,c_6714,11.73,0,f,1968,54,"(48.0, 63.0]",55,9,73220.8,"(9.87, 11.73]",4473,464,2
1_640,2021-04-17 21:08:14.344889,s_22011,c_1609,11.9,1,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(11.73, 13.9]",12855,1091,4
0_1378,2021-12-30 22:45:31.778516,s_142533,c_6714,13.96,0,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(13.9, 15.99]",4473,400,6
1_282,2021-07-06 06:21:54.552574,s_58528,c_1609,23.2,1,m,1980,42,"(33.0, 48.0]",40,7,162007.34000000064,"(20.99, 27.52]",12855,829,1
0_1393,2022-01-09 11:02:23.486840,s_147248,c_1609,11.99,0,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(11.73, 13.9]",12855,1011,3
2_39,2022-02-08 23:02:40.430426,s_162150,c_4958,57.99,2,m,1999,23,"(17.925, 33.0]",25,2,144257.21000000183,"(27.52, 300.0]",2562,305,2
1_333,2021-06-28 08:10:36.513449,s_54940,c_1609,15.99,1,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(13.9, 15.99]",12855,946,3
0_1316,2021-11-11 01:58:44.315858,s_117794,c_1609,7.2,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(4.99, 7.41]",12855,1057,2
2_102,2021-05-09 07:38:09.418541,s_32007,c_4958,59.14,2,m,1999,23,"(17.925, 33.0]",25,5,144257.21000000183,"(27.52, 300.0]",2562,214,2
1_97,2021-11-30 13:24:08.746742,s_127316,c_6714,23.99,1,f,1968,54,"(48.0, 63.0]",55,11,73220.8,"(20.99, 27.52]",4473,410,8
1_505,2021-12-11 11:13:54.956364,s_132753,c_3454,16.99,1,m,1969,53,"(48.0, 63.0]",55,12,54466.37999999937,"(15.99, 17.99]",3275,373,1
0_1156,2022-02-03 17:32:28.526314,s_159453,c_1609,12.79,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(11.73, 13.9]",12855,1074,3
0_992,2021-07-03 08:15:24.065851,s_57225,c_3454,8.58,0,m,1969,53,"(48.0, 63.0]",55,7,54466.37999999937,"(7.41, 9.87]",3275,243,3
1_445,2021-12-12 11:24:37.807109,s_133220,c_4958,23.99,1,m,1999,23,"(17.925, 33.0]",25,12,144257.21000000183,"(20.99, 27.52]",2562,189,2
0_1429,2021-09-18 18:57:26.528224,s_91876,c_1609,7.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(7.41, 9.87]",12855,1428,7
2_112,2021-04-06 05:30:39.246015,s_16669,c_4958,67.57,2,m,1999,23,"(17.925, 33.0]",25,4,144257.21000000183,"(27.52, 300.0]",2562,209,1
1_400,2022-01-19 09:34:01.005063,s_152072,c_4958,16.6,1,m,1999,23,"(17.925, 33.0]",25,1,144257.21000000183,"(15.99, 17.99]",2562,198,1
0_1061,2022-02-04 10:52:48.283207,s_159820,c_1609,19.99,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(17.99, 20.99]",12855,1074,1
0_1520,2021-05-24 06:12:51.622975,s_38737,c_6714,9.32,0,f,1968,54,"(48.0, 63.0]",55,5,73220.8,"(7.41, 9.87]",4473,391,4
0_1354,2021-09-20 03:08:42.970015,s_92546,c_1609,7.02,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(4.99, 7.41]",12855,1428,3
0_1383,2021-07-02 05:12:52.261009,s_56721,c_6714,12.99,0,f,1968,54,"(48.0, 63.0]",55,7,73220.8,"(11.73, 13.9]",4473,327,3
0_1529,2021-04-01 19:55:37.927000,s_14608,c_1609,3.99,0,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(0.619, 4.99]",12855,1091,4
1_417,2021-09-29 00:26:24.082165,s_97129,c_1609,20.99,1,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(17.99, 20.99]",12855,1428,4
0_1930,2021-11-11 04:38:00.667591,s_117853,c_1609,5.97,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(4.99, 7.41]",12855,1057,3
0_1418,2021-08-21 21:55:17.299422,s_78915,c_1609,8.57,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(7.41, 9.87]",12855,901,3
0_1598,2021-12-27 12:12:09.171883,s_140799,c_1609,10.98,0,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(9.87, 11.73]",12855,1287,4
0_2282,2021-09-27 18:08:42.571102,s_96463,c_1609,13.71,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(11.73, 13.9]",12855,1428,5
